,,,,,,,,Assembled dimensions,,,Total Weight,Number of boxes,Box 1,Box 2,Box 3,Box 4,Box 5,Box 6,Box 7,Box 8,Box 9,Box 10,TOTAL,Box 1 information,,,,,Box 2 information,,,,,Box 3 information,,,,,Box 4 information,,,,,Box 5 information,,,,,Box 6 information,,,,,Box 7 information,,,,,Box 8 information,,,,,Box 9 information,,,,,Box 10 information,,,,,Bullet Points,,,,,,Supporting Documents,,,,,,,,Images,,,,,,,,,,,,,,,,,,,,Categories,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053641,36,94036010,4Kids,4KIDS 2 Door 1 Drawer Cupboard with 2 Open Shelves with Lemon Handles,"2 door 1 drawer cupboard with 2 open shelves in light oak and white high gloss with lemon handles. This neutral and functional kids collection is perfect for all age groups, finished in light oak and stunning white high gloss. Clever design with 2 doors and I drawer this unit has 2 open shelf display areas. ",Light Oak and white High Gloss (lemon handles),763250344255,90.7,97.1,40.2,46.0,2,20.0,26.0,,,,,,,,,0.123,6010000000369,100.5,44,13,0.057,6010000000370,103,49,13,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laminated board (resistant to damage and scratches, moisture and high temperature)",High gloss finish on fronts,Handles comes in 4 different colours,Easy self assembly ,Decorative gently rounded MDF mouldings,,https://dl.dropboxusercontent.com/scl/fi/kgngcgxcibqdq4mwmtz1p/4053641_ai.pdf?rlkey=hpagp96i334dqb0sn4hxvfbwd&dl=0,,,,,,,,https://www.dropbox.com/s/4n0kftuy5i49r2x/4053641_1.jpg?dl=0,https://www.dropbox.com/s/ifxdlveoxe469f3/4053641_2.jpg?dl=0,https://www.dropbox.com/s/53qo4n91jvmw5fh/4053641_3.jpg?dl=0,https://www.dropbox.com/s/clsga686xqz3w6y/4053641_4.jpg?dl=0,https://www.dropbox.com/s/wam0wnyg4dn22na/4053641_5.jpg?dl=0,https://www.dropbox.com/s/xkv8mvuay00os1r/4053641_6.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
4053644P,6003005001260,94036010,4Kids,4KIDS 2 Door 1 Drawer Cupboard with 2 Open Shelves with Orange Handles,"2 door 1 drawer cupboard with 2 open shelves in light oak and white high gloss with orange handles. This neutral and functional kids collection is perfect for all age groups, finished in light oak and stunning white high gloss. Clever design with 2 doors and I drawer this unit has 2 open shelf display areas. ",Light Oak and white High Gloss (orange handles),5900355026456,90.7,97.1,40.2,46.0,2,20.0,26.0,,,,,,,,,0.123,6010000000369,100.5,44,13,0.057,6010000000370,103,49,13,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laminated board (resistant to damage and scratches, moisture and high temperature)",High gloss finish on fronts,Handles comes in 4 different colours,Easy self assembly ,Decorative gently rounded MDF mouldings,,https://dl.dropboxusercontent.com/scl/fi/eaiii992n1k5kb1r2beaz/4053644P_ai.pdf?rlkey=fuzzfkpriy2pyw0ppi61q1pfp&dl=0,,,,,,,,https://www.dropbox.com/s/zl12wsf3c3ycypz/4053644P_1.jpg?dl=0,https://www.dropbox.com/s/0dpnwlols93lpsy/4053644P_2.jpg?dl=0,https://www.dropbox.com/s/eive689p4pda6rb/4053644P_3.jpg?dl=0,https://www.dropbox.com/s/aoqg2lxgcaoqbp2/4053644P_4.jpg?dl=0,https://www.dropbox.com/s/6b8fr3xat3b6qvu/4053644P_5.jpg?dl=0,https://www.dropbox.com/s/4aiqqatv6lpj6ys/4053644P_6.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
4059544P,6003005001267,94035000,4Kids,4KIDS 1 Drawer Bedside Cabinet with Orange Handles,"1 drawer bedside cabinet in light oak and white high gloss with orange handles. This neutral and functional kids collection is perfect for all age groups, finished in light oak and stunning white high gloss. Nice compact small 1 drawer bedside with open shelf for magazines.",Light Oak and white High Gloss (orange handles),5900355026579,45.6,42.2,40.2,17.0,1,17.0,,,,,,,,,,0.042,6010000000391,55.5,44,17,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laminated board (resistant to damage and scratches, moisture and high temperature)",High gloss finish on fronts,Handles comes in 4 different colours,Easy self assembly ,Decorative gently rounded MDF mouldings,,https://dl.dropboxusercontent.com/scl/fi/d8iiyry19mw0353at660u/4059544P_ai.pdf?rlkey=u85n8ajfg5x50npb4lfz6req8&dl=0,,,,,,,,https://www.dropbox.com/s/2k117iufdj2t8lh/4059544P_1.jpg?dl=0,https://www.dropbox.com/s/osj86h5u5uaaaou/4059544P_2.jpg?dl=0,https://www.dropbox.com/s/l2xuzimck5xi2de/4059544P_3.jpg?dl=0,https://www.dropbox.com/s/3gutw4xzzzbzz9n/4059544P_4.jpg?dl=0,https://www.dropbox.com/s/kivuix1i55ppizo/4059544P_5.jpg?dl=0,https://www.dropbox.com/s/1kau3vyeietzt82/4059544P_6.jpg?dl=0,https://www.dropbox.com/s/u2of00xi73m7b9m/4059544P_7.jpg?dl=0,https://www.dropbox.com/s/k8b8srw38l5sy9n/4059544P_8.jpg?dl=0,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,,,,,,
90A0000107588,0000107588,,A-Line,A-Line Coffee Table in Smoked Oak,"Modern rectangular coffee table with sleek Scandinavian design, smoked oak veneer, and contemporary profile. Perfectly blends into any interior style.",Smoked Oak,5713941361417,130,45,70,21.7,1,24.6,,,,,,,,,,0.157044,5713941361417,138,80,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee table designed in Scandinavian style,"Rectangular top with sturdy, angular legs","Smoked, lacquered oak veneer surface for a natural feel ",Designed by Nissens Tegnestue and exclusively protected for Actona,Flat packed for easy transportation,,https://dl.dropboxusercontent.com/scl/fi/rdm9l2pb0o1htm1rp2j34/90A0000107588_AI.pdf?rlkey=skjvii28nysclr3rkos19kckl&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/AC5vw8vfHNB81A-wJe0GkGQ/90A0000107588_1.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/ADWOedoAl_R-fjiezcnjVdM/90A0000107588_2.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000060579,0000060579,,A-Line,A-Line Coffee Table in White Oak,"Modern rectangular coffee table with sleek Scandinavian design, white pigmented oiled oak veneer, and contemporary profile. Blends into any interior style.",White Oak,5705994819786,130,45,70,21.7,1,24.6,,,,,,,,,,0.157044,5705994819786,138,80,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A modern take on classic Scandinavian design,"Rectangular top with sturdy, angular legs",White pigmented oiled oak veneer surface ,Designed by Nissens Tegnestue and exclusively protected for Actona,Flat packed for easy transportation,,https://dl.dropboxusercontent.com/scl/fi/56nx7w3ouediczo310dhq/90A0000060579_AI.pdf?rlkey=wq21mxz0gukcmnqvxxzqzgw7y&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/APkP6dA2bEJrqj0rLzv0ETk/90A%20A-Line/90A0000060579_1.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AB7NSk6-mZrwa6cWWvScSLk/90A%20A-Line/90A0000060579_2.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AN-FGghewPBvhgizSpdrqaY/90A%20A-Line/90A0000060579_3.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AFhSPIfeo3nsK4B9_xEUP9k/90A%20A-Line/90A0000060579_4.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000107585,0000107585,,A-Line,A-Line Display Cabinet with 2 Drawers and 2 Shelves in Smoked Oak ,"Stylish smoked oak display cabinet with 2 drawers, 2 shelves, and glass door. Offers ample storage and Scandinavian design. Perfect for easy organization.",Smoked Oak,5713941361387,72,145,36,48.1,1,52.4,,,,,,,,,,0.468966,5713941361387,124,44,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturdy display cabinet designed in Scandinavian style,"Smoked, lacquered oak veneer surface for a natural feel",1 door made of clear tempered glass ,2 adjustable shelves ,2 drawers with metal runners for smooth sliding,Designed by Nissens Tegnestue,https://dl.dropboxusercontent.com/scl/fi/5qns80rowbfkmmnh0bo6k/90A0000107585_AI.pdf?rlkey=77psvv75dtc1a8rvgdei6zogx&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/AA5ENmA5EEMVN5S04et6ktA/90A0000107585_1.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/AGtFDFvHQRe-VEDSYpfErU0/90A0000107585_2.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000074850,0000074850,,A-Line,A-Line Display Cabinet with 2 Drawers and 2 Shelves in White Oak ,"Modern Scandinavian display cabinet with 2 drawers, 2 adjustable shelves, and glass door. White pigmented oiled oak veneer for a sleek, dust-free organization.",White Oak,5705994982688,72,145,36,48.1,1,52.4,,,,,,,,,,0.468966,5705994982688,124,44,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A modern take on classic Scandinavian design,Features 2 drawers with integrated handles and 2 adjustable shelves,Door made with clear tempered glass,White pigmented oiled oak and oak veneer surface ,Designed by Nissens Tegnestue and exclusively protected for Actona,,https://dl.dropboxusercontent.com/scl/fi/sjz55v5sds7nptp2791xw/90A0000074850_AI.pdf?rlkey=o71v0uwiwtvbom6u1aat9wo1f&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AEHYfHOCd6ZvlcVdlRJOR0U/90A%20A-Line/90A0000074850_1.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/APIDVFHz2KJSzoQNZfKycJk/90A%20A-Line/90A0000074850_2.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/APetI_I0QDjrDX4cBBhHSMw/90A%20A-Line/90A0000074850_3.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ABAxerj1AK17nIKIg6MGSeQ/90A%20A-Line/90A0000074850_4.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/APBM6OfNwwtHo1KUu_EiCNk/90A%20A-Line/90A0000074850_5.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ANoodgKNEjRPU1FkaBOPO7o/90A%20A-Line/90A0000074850_6.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000107582,0000107582,,A-Line,A-Line Extension Leaf in Smoked Oak for 90A0000107581,"Set of 2 smoked oak extension leaves for A-Line Rectangular Dining Table. Modern Scandinavian design with lacquered oak veneer for a sleek, cohesive look.",Smoked Oak,5713941361349,43,3.6,95,20,1,22,,,,,,,,,,0.070466,5713941361349,104,52,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Set of 2 extension leaves,"Smoked, lacquered oak veneer for a natural feel",Flat packed for easy transportation ,Designed by Nissens Tegnestue  and exclusively protected for Actona,,,https://dl.dropboxusercontent.com/scl/fi/1wwnhhbnuwu57z7dzwhth/90A0000107582_AI.pdf?rlkey=wrbl98rzmsoovy3fc8c5f66xl&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/AG48DcYyR-lkIOgiT_G6PrU/90A0000107582_1.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/AOM3DlP_epj1yz883iLg5JI/90A0000107582_2.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000107584,0000107584,,A-Line,A-Line Extension Leaf in Smoked Oak for 90A0000107583,"Set of 2 smoked oak extension leaves for A-Line Round Dining Table. Lacquered oak veneer with wood grain structure for a sleek, cohesive look.",Smoked Oak,5713941361370,50,3,120,24.8,1,26.7,,,,,,,,,,0.070833,5713941361370,60.5,132,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Set of 2 add-on extension leaves ,A modern take on classic Scandinavian design,Flat-packed for easy transportation,"Oak veneer surface with a smoked, lacquered finish",Designed by our in-house designer Lasse Cha Pedersen,,https://dl.dropboxusercontent.com/scl/fi/nyl13l4nls0a87o6pbq7v/90A0000107584_AI.pdf?rlkey=wy0327pz0rlsbgpjjcgpbxylz&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/AAvE8E3URagc3glcMSXJUJ8/90A0000107584_1.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/AGvsRG0FKQzCog2QA7XqERQ/90A0000107584_2.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000077026,0000077026,,A-Line,A-Line Extension Leaf in White Oak for 90A0000077025,"Set of 2 white oak extension leaves for A-Line Rectangular Dining Table. White pigmented oiled oak veneer with wood grain structure for a sleek, clean look.",White Oak,5713941010605,43,3.6,95,20,1,22,,,,,,,0.014706,,,0.014706,5713941010605,104,52,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A modern take on classic Scandinavian design ,Flat packed for easy transportation ,Limited maintenance required ,Delivered as a set of 2,,,https://dl.dropboxusercontent.com/scl/fi/pdw4zsfgkuo5qpfww4adu/90A0000077026_AI.pdf?rlkey=qitw7brxx0ma6v0hrd2cr7kz9&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AOksJFkhCfoSMLqOr6wuxWs/90A%20A-Line/90A0000077026_1.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ALBAlZ_g-7DtANslWXTyXT8/90A%20A-Line/90A0000077026_2.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000101580,0000101580,,A-Line,A-Line Extension Leaf in White Oak for 90A0000101579,"Set of 2 white oak extension leaves for A-Line Round Dining Table. White pigmented oiled oak veneer with wood grain structure for a sleek, clean look.",White Oak,5713941301123,50,3,120,24.8,1,26.7,,,,,,,,,,0.070833,5713941301123,60.5,132,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A modern take on classic Scandinavian design,White pigmented oiled oak veneer for a clean look,Delivered as a set of 2,,,,https://dl.dropboxusercontent.com/scl/fi/u30hktse7tug7rgy0qgrg/90A0000101580_AI.pdf?rlkey=8wlld0367rxkxc1b5bnk7l6bh&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AKq6nNhA3CtsdYEZRACE-PM/90A%20A-Line/90A0000101580_1.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AHBQlN3vt4tuvpRu5Fhvm3I/90A%20A-Line/90A0000101580_2.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AIIW_7DRalGPir7W9mWMyv0/90A%20A-Line/90A0000101580_3.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ALEXD9smUIrts1d1j3KHyH0/90A%20A-Line/90A0000101580_4.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000107581,0000107581,,A-Line,A-Line Rectanglar Dining Table in Smoked Oak,"Modern Scandinavian dining table with smoked oak veneer top and sturdy angular legs. Sleek profile, extendable for extra guests with matching extension leaves (Sold Separately)",Smoked Oak,5713941361332,200,74.6,95,59,1,65.4,,,,,,,,,,0.331707,5713941361332,208.5,106,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rectangular top with planks and sturdy, angular legs",Prepared for extension leaves from the same series,"Smoked, lacquered oak veneer surface for a natural feel",Comfortably seats 6 people,,,https://dl.dropboxusercontent.com/scl/fi/a0hmr0sadesguga3fkgd6/90A0000107581_AI.pdf?rlkey=x89pk4l48pzq18skyc36uw3zm&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/ADm4UxcJiruvW29KVe9yo-I/90A0000107581_1.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/ANcWmQaDODdXejYfu2pzonU/90A0000107581_2.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000077025,0000077025,,A-Line,A-Line Rectanglar Dining Table in White Oak,"Modern Scandinavian dining table with white oak veneer top and sturdy angular legs. Sleek profile, extendable for extra guests with matching extension leaves. (Sold Separately)",White Oak,5713941010599,200,74.6,95,59,1,65.4,,,,,,,,,,0.331707,5713941010599,208.5,106,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A modern take on classic Scandinavian design,"Rectangular top with planks and sturdy, angular legs",Prepared for extension leaves from the same series,White pigmented oiled oak veneer surface,Comfortably seats 6 people,,https://dl.dropboxusercontent.com/scl/fi/0vvflin2zopwg3namanc7/90A0000077025_AI.pdf?rlkey=jd9fuuxs7m9l3vduw6ez3fzbj&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AGFyTFKHVUaeHSTaJ6YLaWQ/90A%20A-Line/90A0000077025_1.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ANJ-UHMRspKQwDjCCcGFFMU/90A%20A-Line/90A0000077025_2.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ANKQ2Dt6fn4lPAGUz24r1Qc/90A%20A-Line/90A0000077025_3.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AGwGTFzr-fRZnxqjy1TExeY/90A%20A-Line/90A0000077025_4.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AKS-WkxZsMDy5jV_xXvDriI/90A%20A-Line/90A0000077025_5.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AJQ9mt6Ek4P-ZUako4jaY4s/90A%20A-Line/90A0000077025_6.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ADtlzxYTa4cVyd2QnenQTuA/90A%20A-Line/90A0000077025_7.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000101579,0000101579,,A-Line,A-Line Round Dining Table in White Oak,"Modern Scandinavian round dining table with white oak veneer top and sturdy legs. Lightweight, contemporary design with natural texture for a sleek look. Extendable for extra guests with matching extension leaves. (Sold Separately)",White Oak,5713941301116,120,75,120,38.8,1,44.7,,,,,,,,,,0.204204,5713941301116,132,131,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A modern take on classic Scandinavian design,Flat-packed for easy transportation,White pigmented oiled finish for a clean look,Extension leaves available (Sold separately),Comfortably seats 4 people ,,https://dl.dropboxusercontent.com/scl/fi/j8jmir1ekpsn85aw1lk2v/90A0000101579_AI.pdf?rlkey=lbuabb5kh7qabzcks10ucrxz2&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ANARuwWdyJ1Y-eZwWiOD5AA/90A%20A-Line/90A0000101579_1.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ABxwezjyKKz6ABEcLnkzGZY/90A%20A-Line/90A0000101579_2.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ANmapQX6nn03uaXAOjVqN_Y/90A%20A-Line/90A0000101579_3.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AHZ8NnpNuk_pk__na-MoYeg/90A%20A-Line/90A0000101579_4.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/ACfLazZg_vieqWvZO-MjnrM/90A%20A-Line/90A0000101579_5.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,https://www.dropbox.com/scl/fo/t9moopew427w0nimb1y41/AKqYnromBy0QoKisjwjVCnY/90A%20A-Line/90A0000101579_6.jpg?rlkey=tzbyvr0lxtygszpw9s0ac3xtj&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000107583,0000107583,,A-Line,A-Line Round Dining Table Smoked Oak,"Modern Scandinavian round dining table with smoked oak veneer top and legs. Lightweight, contemporary design seats 4 comfortably, adding elegance to any space. Extendable for extra guests with matching extension leaves. (Sold Separately)",Smoked Oak,5713941361363,120,75,120,38.8,1,44.7,,,,,,,,,,0.204204,5713941361363,132,131,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A modern take on classic Scandinavian design,Flat-packed for easy transportation,"Oak veneer surface with a smoked, lacquered finish",Extension leaves available (Sold separately),Comfortably seats 4 people,,https://dl.dropboxusercontent.com/scl/fi/l2blvpnmhwy5l1ynoky1p/90A0000107583_AI.pdf?rlkey=jjdktzn0pk19epsomhqsuti0u&dl=0,,,,,,,,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/AFtoS5XX2AsPJBEfdcQO3ZQ/90A0000107583_1.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,https://www.dropbox.com/scl/fo/fd81kh099pbuup9awb6fh/AK18EJP8GjvCf20nmkEG8wI/90A0000107583_2.jpg?rlkey=3ei3bvcf0kex6iay1mekl222w&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000107581p1,"0000107581,0000107582",,A-Line,A-Line Extendable Dining Table in Smoked Oak 200/286 x 74.6 x 95cm,Modern Scandinavian dining table with smoked oak veneer top and sturdy angular legs. Comes complete with extension leaves for added flexibility and generous hosting space,Smoked Oak,5061072806919,286,74.6,95,87.4,2,65.4,22,,,,,,,,,0.3996,5713941361332,208.5,106,15,0.332,5713941361349,104,52,12.5,0.0676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rectangular top with planks and sturdy, angular legs",Extension leaves Included,"Smoked, lacquered oak veneer surface for a natural feel",Comfortably seats 8-10 people,,,https://www.dropbox.com/scl/fi/a0hmr0sadesguga3fkgd6/90A0000107581_AI.pdf?rlkey=x89pk4l48pzq18skyc36uw3zm&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/wtpdfnwp083s17hy58jyj/90A0000107581p1_1.jpg?rlkey=zo50lqwtjfwzwyp6illu7835x&dl=0,https://www.dropbox.com/scl/fi/2livkg6x38jmxpyl1821n/90A0000107581p1_2.jpg?rlkey=gd24wakspy5x3pmg0clbmhw11&dl=0,https://www.dropbox.com/scl/fi/uuvtc8iz141bh46g2i8g2/90A0000107581p1_3.jpg?rlkey=96vso0kj6xo7fb6betcey03ug&dl=0,https://www.dropbox.com/scl/fi/e2sid9nokkidiyxivlq8n/90A0000107581p1_4.jpg?rlkey=qyrus43r9x8y9yg5onxh33oxm&dl=0,https://www.dropbox.com/scl/fi/6v6ls47h34lo6b7rbfn6a/90A0000107581p1_5.jpg?rlkey=3wu9u61pgqh2nw9qadgaqjhgw&dl=0,https://www.dropbox.com/scl/fi/ytm6a4o8zz897esfqsoy7/90A0000107581p1_6.jpg?rlkey=2035ejoht78au7n0nlcxoqso7&dl=0,https://www.dropbox.com/scl/fi/cb908m0i3n6ls365lifyb/90A0000107581p1_7.jpg?rlkey=usumlzzn9coqi1bxadvnrg2l5&dl=0,https://www.dropbox.com/scl/fi/9ayy8cs3g5311be2bi5mf/90A0000107581p1_8.jpg?rlkey=ii8hbvza4dadcyfhrges6ii42&dl=0,https://www.dropbox.com/scl/fi/w0m5ewtcav80zxomywm7i/90A0000107581p1_9.jpg?rlkey=r6k3iq04vg2qxjwk3qcohuq9q&dl=0,https://www.dropbox.com/scl/fi/4mhpwny8r0xdzho7owglg/90A0000107581p1_10.jpg?rlkey=myjwu8h2cux6hbqsyunst2x95&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
